STOPID,SHORTNAME,LONGNAME,LONGITUDE,LATITUDE
514331,K28FC12C,Kr 28F entre Cl 122B y 122C,-76.47301500,3.40229556
514332,C123AK28,Cl 123A3 entre Kr 28E7 y 28E6,-76.47082611,3.40157972
514339,K28C112,Kr 28 entre Cl 108 y 112,-76.47751917,3.41379028
514340,C112K27G,Cl 112 entre Kr 27G y 27F,-76.47589389,3.41353167
514341,C112K27,Cl 112 entre Kr 27D y 27,-76.47502000,3.41508111
514342,C59K10,Cl 59 entre Kr 10 y 10A,-76.49346194,3.44979500
514343,K8C34A,Kr 8 entre Cl  35 y 34A,-76.51032250,3.45413611
514344,C59K10A,Cl 59 entre Kr 10A y 10,-76.49332083,3.44975056
514345,C73K8A,Cl 73 entre Kr 8A y 8B,-76.48335833,3.45064194
514346,K8C702,Kr 8 entre Cl 70,-76.48680556,3.45229556
514347,K8C703,Kr 8 con Cl 70,-76.48679167,3.45207111
514348,C44K15,Cl 44 entre Kr 15 y 14,-76.50305889,3.44476028
514349,C44K12C,Cl 44 entre Kr 12C y 12,-76.50373889,3.44743472
514350,C44K15A,Cl 44 entre Kr 15A y 16,-76.50289361,3.44360722
514351,D26F1T73,Dg 26F1 entre Tr 73A y Cl 73B,-76.48258000,3.43603694
514358,K26CC94,Kr 26C entre Cl 94 y 91,-76.47197444,3.42849750
514359,K26C91,Kr 26 entre Cl 91 y 89,-76.47328639,3.43012556
514360,C84K26DT,Cl 84 entre Kr 26D y Tr 103,-76.47470444,3.43148111
514361,C84K26D1,Cl 84 entre Kr 26D y Tr 103,-76.47636111,3.43020333
514362,K26GT103,Kr 26G entre Tr 103 y Cl 78,-76.47944833,3.43365194
514363,K26GC76,Kr 26G entre Cl 76 y 75,-76.48123306,3.43481750
514364,K26GC75,Kr 26G entre Cl 75 y 76,-76.48143500,3.43488639
514365,C73D151,Cl 73 entre Dg 15 Y 16,-76.48433972,3.44574167
514367,C73K25S1,Cl 73 entre Kr 25S y 25T,-76.48439500,3.44085833
514368,C73K26B2,Cl 73 entre Kr 26B2 y 26B1,-76.48377111,3.43907028
514369,C73K25U,Cl 73 entre Kr 25U y 25T,-76.48386417,3.44077944
514370,C73K26G6,Cl 73 entre Kr 26G6 y 26G7,-76.48423361,3.43334167
514371,C73K26G4,Cl 73 entre Kr 26G4 y 26G3,-76.48370806,3.43434194
514372,C73K26H3,Cl 73 entre Kr 26H3 y 26I,-76.48405500,3.42972667
514373,C73K26H2,Cl 73 entre Kr 26H3 y 26H2,-76.48352500,3.43015667
514374,C73K26M,Cl 73 entre Kr 26M y 26N,-76.48467611,3.42679972
514375,C73K26R,Cl 73 entre Kr 26R y 26P,-76.48434333,3.42637000
514376,C72YK27A,Cl 72Y entre Kr 27A y 27B,-76.48610861,3.42337333
514377,C73K27,Cl 73 entre Kr 27 y 26U,-76.48498667,3.42468333
514378,C79K28C1,Cl 79 entre Kr 28C y 28D,-76.48651417,3.41887917
514379,C79K28D2,Cl 79 entre Kr 28D y 28C,-76.48616278,3.41869944
514381,C73K26F1,Cl 73 entre Kr 26F1 y 26F,-76.48373528,3.43616444
514382,C73D191,Cl 73 entre Dg 19 y K22,-76.48438194,3.44367889
514384,C73D26I2,Cl 73 entre Dg 26I3 y 26I2,-76.48357167,3.42834500
514386,C44K9,Cl 44 entre Kr 9 y 8A,-76.50490611,3.45211278
514387,C44K11D,Cl 44 entre Kr 11D y 11F,-76.50440889,3.44933389
514388,K12C48,Kr 12 entre Cl 48 y 47,-76.50235833,3.44882500
514389,K12C45,Kr 12 entre Cl 45 y 48,-76.50228167,3.44875333
514390,K12C521,Kr 12 entre Cl 52 y 51,-76.49944333,3.44849333
514391,K12C522,Kr 12 entre Cl 52 y 53,-76.49848000,3.44826167
514392,K12C56,Kr 12 entre Cl 56 y 54,-76.49665500,3.44822500
514393,K12C55,Kr 12 entre Cl 55 y 56,-76.49645333,3.44804000
514396,C59K8,Cl 59 entre Kr 8 y 8A,-76.49298333,3.45185333
514397,C59K8A,Cl 59 entre Kr 8A y 8,-76.49293167,3.45186667
514399,C70K7RB,Cl 70 con Kr 7RBis,-76.48530556,3.45514222
514400,C73K25C,Cl 73 entre Kr 25C y 25C1,-76.48430444,3.43787139
514401,C73D18,Cl 73 entre Dg 18 y 17,-76.48377361,3.44516389
514402,K23C15,Kr 23 entre Kr 15 y Cl 58,-76.49500139,3.44265722
514403,T103K28B,Tr 103 entre Kr 28B y 28A,-76.47931111,3.41419556
514404,T103K27B,Tr 103 entre Kr 27B y 27A,-76.47876417,3.41725917
514405,RPETM,Retorno Patio ETM,-76.47529417,3.40603750
514406,C70K7BP1,Cl 70 entre Kr 7B Bis,-76.48521056,3.45498972
514407,C70K11P2,Cl 70 con Kr 11,-76.48793444,3.44981694
514408,K23C70,Kr 23 entre Cl 70 y 63,-76.49189917,3.44376806
514409,C70K11P1,Cl 70 con Kr 11,-76.48764694,3.44981556
514410,C70K7RP2,Cl 70 con Kr 7RBis,-76.48501694,3.45483722
514411,K8C72,Kr 8 entre Cl 72 y 72B,-76.48465111,3.45175778
514412,K8C7271,Kr 8 entre Cl 72 y 71,-76.48537694,3.45220750
514413,C70K7L7J,Cl 70 entre Kr 7lL y 7JBis,-76.48313194,3.45795778
514414,C70K7EB2,Cl 70 entre Kr 7E Bis y 7E,-76.48277472,3.46116833
514415,C76K28A,Cl 76 entre Kr 28A y 28,-76.48615889,3.42035861
514417,C73D26H,Cl 73 entre Dg 26G11 y Kr 26H,-76.48414444,3.43151528
514418,K28E4C12,Kr 28E4 Con Cl 125,-76.46927389,3.40173389
514419,K28E2C12,Kr 28E4 entre Cl 125A y 124B,-76.46915000,3.40286889
514420,K28EC123,K 28E con Cl 123A3 Colegio,-76.47078333,3.40317778
514421,K27C96,Kr 27 entre Cl 96 y 95,-76.47932000,3.41874028
514422,K27C9196,Kr 27 entre Cl 91 y 96,-76.47948583,3.41873611
514425,K24CD71A,Kr 24C Con Dg 71A1 y 70E,-76.48798278,3.43774278
514426,K24CD70A,Kr 24C Con Dg 70A1,-76.48885139,3.43928639
514427,T103D26O,Tr 103 entre Dg 26O,-76.47734417,3.42623722
514428,C121K26I,Cl 121 entre Kr 26I2 y 26I3,-76.46780000,3.41934333
514429,C121K263,Cl 121 entre Kr 26I3 y 26I2,-76.46765333,3.41933333
514431,C73D26G9,Cl 73 entre Dg 26G9 y 26G8,-76.48367000,3.43255194
514432,K28DC79,Kr 28D Con Cl 79,-76.48694639,3.41856667
514434,C61K7RB,Cl 61 con Kr 7R Bis,-76.48981444,3.45558444
514435,C73K8C,Cl 73 entre Kr 8C y 8A,-76.48277583,3.45038667
514436,K8AC73A,Kr 8A entre Cl 73A y 75,-76.48159806,3.45033167
514437,C78K8A1,Cl 78 entre Kr 8A y 8,-76.47988389,3.45000361
514438,C81K8A,Cl 81 entre Kr 8A y  9,-76.47806389,3.44970667
514439,K9AC79A,Kr 9A entre Cl 79A y 78,-76.47934639,3.44855972
514440,C75K12,Cl 75 con Kr 12,-76.48031250,3.44714639
514443,C73D26M,Cl 73 entre Kr 26M y Dg 26M,-76.48442778,3.42616611
514444,D70K26H3,Dg 70 entre Kr 26H3 y 26H,-76.49226917,3.43561667
514445,D70K26F,Dg 70 entre Kr 26 y 26F,-76.49153583,3.43754389
514446,D70K25C,Dg 70 entre Kr 25C y 25B,-76.49006722,3.43872389
514447,K24CD70,Kr 24C con Dg 70A2,-76.48879167,3.43909278
514448,K24CD70D,Kr 24C entre Dg 70D y 71A,-76.48792083,3.43756639
514449,D71AC72,Dg 71A con Cl 72,-76.48499111,3.44040222
514450,K7CC692,Kr 7C entre Cl 69 y 70,-76.48435444,3.46280750
514451,K7EBC69,Kr 7EBis entre Cl 69 y 67,-76.48399944,3.46071306
514452,K7LC67A,Kr 7LBis entre Cl 67A y 67,-76.48586333,3.45748500
514453,K7LC64,Kr 7LBis entre Cl 64 y 63,-76.48815278,3.45768389
514454,C63K7P,Cl 63 entre Kr 7P y 7PBis,-76.48816444,3.45631611
514455,C52K8,Cl 52 entre Kr 8 y 9,-76.49876361,3.45229722
514456,C52K10,Cl 52 entre Kr 10 y 11,-76.49898417,3.45003222
514457,C52K12,Cl 52 entre Kr 12 y 12A,-76.49920111,3.44802944
514458,C52K12C,Cl 52 entre Kr 12C y 12E,-76.49939333,3.44633389
514459,C52K14,Cl 52 entre Kr 14 y 15,-76.49955639,3.44463333
514460,C63K8,Cl 63 entre Kr 8 y 7VBis,-76.48841722,3.45282306
514461,C63K7S,Cl 63 entre Kr 7SBis y 7S,-76.48821194,3.45507667
514462,C63K7E,Cl 63 entre Kr 7E y 7DBis,-76.48895333,3.45969694
514463,K7CC64,Kr 7C entre Cl 64 y 65,-76.48847750,3.46153361
514464,K7CC68,Kr 7C entre Cl 68 y 69,-76.48577861,3.46251639
514465,K26JC121,Kr 26J entre Cl 121 y 122,-76.46787056,3.41813944
514466,C123K26,Cl 123 entre Kr 26H1 y 26H Bis,-76.46496333,3.42023778
514467,K29C80,Kr 25 entre Cl 79 y 80,-76.47521222,3.43755000
514468,K27C108,Kr 27 entre Cl 108 y 109,-76.47601194,3.41628111
514469,K27C109,Kr 27 entre Cl 109 y 108,-76.47594889,3.41637778
514470,K27C112,Kr 27 entre Cl 112 y 113,-76.47460972,3.41546000
514471,K7LC73,Kr 7LBIS entre Cl 73 y 76,-76.48051278,3.45683167
514472,K7LC76,Kr 7LBIS entre Cl 76 y 81,-76.47914000,3.45674000
514473,K28D9C12,Kr 28D9 entre Cl 122K y 122J,-76.47225889,3.40376194
514474,K28DC122,Kr 28D9 entre Cl 122J y 122K,-76.47240750,3.40370667
515001,C8K41,Cl 8 entre Kr 3 y 4,-76.53548139,3.45124944
515002,K39C401,Kr 39 entre Cl 40 y 39,-76.50596917,3.41731944
515006,K39C511,Kr 39 entre Cl 51 y 50,-76.49902528,3.41003417
515007,K39C482,Kr 39 entre Cl 48 y 49,-76.50018000,3.41089417
515008,K39C541,Kr 39 entre Cl 54 y 53,-76.49735417,3.40828194
515009,C54K392,Cl 54 entre Kr 39 y 38A,-76.49659583,3.40803639
515010,C55K32A1,Cl 55 entre Kr 32A y 33,-76.49368944,3.41045222
515011,C55K332,Cl 55 entre Kr 33 y 32A,-76.49340972,3.41023139
515012,C83K28E1,Cl 83 entre Kr 28E y 28E3,-76.48863167,3.41533861
515013,C83K28E3,Cl 83 entre Kr 28E3 y 28E,-76.48833472,3.41515861
515014,C55K291,Cl 55 entre Kr 29 y 30,-76.49201083,3.41212917
515015,C54K30,Cl 55 entre Kr 30 y 29,-76.49157861,3.41191278
515016,K39C461,Kr 39 entre Cl 46 y 45A,-76.50193806,3.41299694
515017,K39C45A,Kr 39 entre Cl 45A y 46,-76.50214306,3.41299139
515018,C55K331,Cl 55 entre Kr 33 y 34,-76.49489861,3.40920667
515019,C55K34,Cl 55 entre Kr 34 y 33,-76.49489806,3.40881250
515022,C54K39A,Cl 54 entre Kr 39 y 39A,-76.49780472,3.40746972
515023,C54K39H,Cl 54 entre Kr 39H y 40,-76.49940667,3.40608639
515024,C54K41,Cl 54 entre Kr 41 y 41B,-76.50056444,3.40534000
515025,K46C50,Kr 46 entre Cl 50 y 51,-76.50942833,3.40022722
515026,C54K49B,Cl 54 entre Kr 49B y  49C,-76.51155167,3.39534667
515027,K50C51,Kr 5O entre Cl 51 y 50,-76.51428167,3.39577667
515028,C48K47A,Cl 48 entre Kr 46D y 46C,-76.51173833,3.40094611
515029,C36K46,Cl 36 entre Kr 46 y 44A,-76.51748278,3.41002472
515030,C36K43,Cl 36 entre Kr 43 y 42B,-76.51537583,3.41204778
515036,C48K37,Cl 48 entre Kr 37 y 36,-76.49942806,3.41215556
515037,C48K32A,Cl 48 entre Kr 32A y 30D,-76.49683750,3.41464556
515038,K29C48,Kr 29 entre Cl 48 y 49,-76.49460222,3.41593528
515040,K29C83,Kr 29 entre Cl 83 y 79,-76.49157167,3.41297389
515041,C54K45,Cl 54 entre Kr 45 y 43C,-76.50701250,3.39912889
515042,C54K42C1,Cl 54 entre Kr 42C1 y 42C,-76.50502417,3.40091472
515043,C54K41G,Cl 54 entre Kr 41G y 41E3,-76.50316056,3.40271278
515044,C54K41D,Cl 54 entre Kr 41D y 41B,-76.50146889,3.40425806
515045,C54K41B,Cl 54 entre Kr 41B y 39E,-76.49848028,3.40648611
515046,K29C72Y,Kr 29 entre Cl 72Y y 48,-76.49466222,3.41620306
515048,C48K35,Cl 48 entre Kr 34 y 35,-76.49900583,3.41268222
515049,C48K38B,Cl 48 entre Kr 38B y 38C,-76.50100889,3.41090750
515050,C48K40,Cl 48 entre K40 y 40A,-76.50278194,3.40924972
515051,C48K41C,Cl 48 entre Kr 41C y 41D,-76.50460500,3.40756694
515052,C48K41F,Cl 48 entre Kr 41F y 41G,-76.50602056,3.40629417
515054,C54K43B,Cl 54 entre Kr 43B y 44,-76.50682639,3.39969444
515057,C48K40B,Cl 48 entre Kr 40B y 40A,-76.50290889,3.40903972
515058,K29C72U,Kr 29 entre Cl 48 y 72U,-76.49533333,3.41690500
515059,C72UK28E,Cl 72U entre Kr 28E6 y 28E5,-76.49389278,3.41912306
515060,C72UK28D,Cl 72U entre Kr 28D5 y D4,-76.49229528,3.42070389
515061,C83K28D,Cl 83 entre Kr 28D y 28D2,-76.48680833,3.41719806
515062,K29C73,Kr 29 con Cl 73,-76.49326361,3.41473417
515063,C48K32B,Cl 48 entre Kr 32A y 32B,-76.49710333,3.41446500
515064,K46C43,Kr 46 entre Cl 44 y 43,-76.51354472,3.40482806
515066,K46C40,Kr 46 entre Cl 40 y 41,-76.51600667,3.40714722
515067,K32AC54A,kR 32A entre Cl 54A y 54,-76.49396194,3.41139361
515068,K32AC50,Kr 32A entre Cl 50 y 49,-76.49589444,3.41341556
515069,K39C421,Kr 39 entre Cl 42 y 43,-76.50439778,3.41532861
515070,K42BC54C,Kr 42B entre Cl 54 y 54C,-76.50409583,3.40082333
515071,K42BC55,Kr 42B entre Cl 55C y 56,-76.50286056,3.39946444
515072,K42AC56C,Kr 42A entre Cl 56C y 57,-76.50182583,3.39831528
515077,K42BC53,Kr 42B entre Cl 53 y 51,-76.50516556,3.40218222
515078,K42BC50,Kr 42B entre Cl 50 y 48,-76.50697583,3.40415972
515079,K42BC46,Kr 42B entre Cl 46 y 45,-76.50935806,3.40666750
515080,K42BC44,Kr 42B entre Cl 44 y 43,-76.51043583,3.40780778
515081,K42BC41,Kr 42B entre Cl 41 y 40,-76.51271222,3.41022167
515082,K42BC38,Kr 42B entre Cl 38 y37,-76.51428028,3.41188361
515083,K42BC37,Kr 42B entre Cl 37 y 38A,-76.51449806,3.41188222
515084,K42BC40,Kr 42B entre Cl 40 y 41,-76.51292639,3.41023139
515085,K42BC43,K42B entre Cl 43 y 44,-76.51069361,3.40788861
515086,K42BC461,Kr 42B entre C46 y 47,-76.50882528,3.40591917
515087,K42BC48,Kr 42B entre Cl 48 y 50,-76.50726000,3.40423139
515088,K42BC51,Kr 42B entre Cl 51 y 53,-76.50548333,3.40229083
515105,C40K41A,Cl 40 entre Kr 41A y 41,-76.50885750,3.41427167
515106,C40K39C,Cl 40 entre K39C y 39B,-76.50687306,3.41615083
515107,C40K39A,Cl 40 entre Kr 39A y 39B,-76.50660361,3.41655444
515108,C40K40A,Cl 40 entre Kr 40A y 41,-76.50851139,3.41471139
515112,C70K28ED,Cl 70 entre Kr 28E y 28D5,-76.50025222,3.42652972
515114,K29C72Q,Kr 29 entre Cl 72Q y 72O,-76.49755167,3.41922528
515115,K29C72J,Kr 29 entre Cl 72J y 72I,-76.49888083,3.42064583
515117,C72IK28I,Cl 72I entre Kr 28I y 28F,-76.49805972,3.42189944
515120,K31C43,Kr 31 entre Cl 43 y 44,-76.49954528,3.41795056
515121,K31C46,Kr 31 entre C46 y 48,-76.49801167,3.41628306
515122,C48K30B,Cl 48 entre Cl 30B y 30,-76.49611833,3.41530694
515123,K29C51A,Kr 29 entre Cl 51A y 52A,-76.49301250,3.41422222
515124,K29C531,Kr 29 entre Cl 53 y 55,-76.49175194,3.41275222
515126,C72UK28A,Cl 72U entre Kr 28A y 28,-76.48978167,3.42310083
515127,K28C72U,Kr 28 entre Cl 72U y 72W,-76.48890083,3.42405056
515128,C72WK28,Cl 72W entre Kr 28-4 y 28A,-76.48962306,3.42249833
515129,C54K39E,Cl 54 entre Kr 39E y 39G,-76.49861667,3.40660139
515130,K41BC50,Kr 41B entre Cl 51 y 50,-76.50249222,3.40649028
515131,K41BC49,Kr 41B entre Cl 49 y 48,-76.50360528,3.40770583
515132,C48K38E,Cl 48 entre Kr 38E y 38C,-76.50150194,3.41035222
515133,K41C55,Kr 41B entre Cl 55 y 55A,-76.50016861,3.40371528
515134,C57K41E1,Cl 57C entre Kr 41E1 y 41E2,-76.50025389,3.40089444
515135,C57K47AB,Cl 57C entre Kr 47A Bis y 47A1,-76.50148778,3.39846778
515136,K42C56,Kr 42B entre Cl 56 y 55C,-76.50271278,3.39962722
515137,K42C55,Kr 42B entre Cl 55 y 54C,-76.50380444,3.40086028
515138,C54K46D,Cl 54 entre Kr 46D y 47,-76.50912167,3.39754167
515139,C48K50,Cl 48 entre Kr 49G y 49F,-76.51499167,3.39788667
515140,C48K49,Cl 48 entre Kr 49A y 49,-76.51376000,3.39910556
515141,K46C46,Kr 46 entre Cl 46 y 47,-76.51166472,3.40253667
515142,C36K46B,Cl 36 entre Kr 46B y 46C,-76.51947000,3.40886500
515143,C36K47B,Cl 36 entre Kr 47B y 48,-76.52072500,3.40756667
515144,C36K50,Cl 36 entre Kr 50 y 48,-76.52101833,3.40669167
515145,C36K47,Cl 36 entre Kr 47 y 46B,-76.51928528,3.40837778
515146,K46C44,Kr 46 entre Cl 44 y 45,-76.51333361,3.40431417
515147,C36K42,Cl 36 entre Kr 42 y 41G,-76.51367778,3.41366750
515148,C36K41E,Cl 36 entre Kr 41E y 41B,-76.51171750,3.41555250
515149,C36K39E,Cl 36 entre Kr 39E y 39C,-76.50934667,3.41783667
515150,K39C42B,Kr 39 entre Cl 42B y 42,-76.50421583,3.41543139
515151,K39C40,Kr 39 entre Cl 40 y 41,-76.50577500,3.41676028
515152,K39C38,Kr 39 entre Cl 38 y 37,-76.50732778,3.41871083
515153,K46C42,Kr 46 entre Cl 42 y 41,-76.51490778,3.40626000
515159,K41BC51,Kr 41B entre Cl 51 y 52,-76.50218389,3.40588694
515162,K46C57,Kr 46 entre Cl 57 y 56F1,-76.50403556,3.39444861
515163,K46C56E,Kr 46 entre Cl 56E y 56D,-76.50515722,3.39569833
515164,C56CK44,Cl 56C entre Kr 44 y 43A,-76.50404833,3.39713889
515167,C56CK42C,Cl 56C entre Kr 42C2 y 43A,-76.50379306,3.39747083
515168,C56CK45A,Cl 56C entre Cl 45A y 46,-76.50526083,3.39613472
515169,K46C56G,Kr 46 entre Cl 56G y 57,-76.50400556,3.39428333
515170,C57K46D,Cl 57 entre Kr 46E y 46D,-76.50480444,3.39215944
515171,C46K45,Cl 46 entre Kr 45 y 44A,-76.51150917,3.40360444
515175,C72IT28F,Cl 72I entre Tr 28F y 28E,-76.49612389,3.42359806
515176,T28EC72F,Tr 28E con Cl 72F4,-76.49750361,3.42433000
515177,K28EC72C,Kr 28E entre Cl 72C y 72B,-76.49925306,3.42490667
515178,K28DT72G,Kr 28D con Tr 72G,-76.49682833,3.42679361
515179,K28DC72F,Kr 28D entre Cl 72F4 y 72I,-76.49534333,3.42536611
515180,C72IT28E,Cl 72I con Tr 28E,-76.49622833,3.42372944
515181,C72IK28F,Cl 72I entre Kr 28F y 28F1,-76.49812194,3.42206028
515182,C42K29,Cl 42 entre Kr 29 y 29A,-76.49939361,3.42080000
515183,C42K30A,Cl 42 entre Kr 30A y 31,-76.50061917,3.41957778
515184,C57K47D,Cl 57 con Kr 47D,-76.50613972,3.39112722
515185,C57K46E1,Cl 57 entre Kr 46E y 46D,-76.50495944,3.39212222
515186,C57K48B,Cl 57 con Kr 48B,-76.50673389,3.39078694
515187,C48K43B,Cl 48 entre Kr 43B y 43ABis,-76.50935167,3.40311028
515188,C48K42A1,Cl 48 entre Kr 42A1 y 42ABis,-76.50711972,3.40519333
515189,C48K43E3,Cl 48 entre Kr 43E3 y 41E2,-76.50577167,3.40641167
515190,C72WK28C,Cl 72W entre Kr 28C y 28D,-76.49038333,3.42141333
515191,C72WK28E,Cl 72W entre Kr 28E y 28E2,-76.49199861,3.41918028
515192,C72K28E7,Cl 72W entre Kr 28E7 y 28E8,-76.49313667,3.41753028
515193,K28C72V,Kr 28g entre Cl 72V y 72U,-76.49428111,3.41772056
515194,C72UK28C,Cl 72U entre Kr 28C y 28B,-76.49067278,3.42229500
516004,K44C132,Kr 44 entre Cl 13 y 13A,-76.53225917,3.41410778
516005,K44C142,Kr 44 entre Cl 14 y 14B,-76.52820056,3.41288889
516006,K44C152,Kr 44 entre Cl 15 y 15Bis,-76.52583333,3.41214722
516007,K44C182,Kr 44 entre Cl 18 y 23,-76.52311000,3.41160917
516008,C25K42C2,Cl 25 entre Kr 42C y 42B,-76.52133806,3.41305278
516009,C25K41A2,Cl 25 entre Kr 41A y 41,-76.52119722,3.41656056
516010,K39C32A2,Kr 39 entre Cl 33 y 34,-76.51087583,3.41956139
516011,K39C171,Kr 39 entre Cl 17 y 16,-76.52462500,3.41873000
516015,C25K42,Cl 25 entre Kr 42 y 41D,-76.52124972,3.41458028
516017,D23C18,Dg 23 entre Cl 18 y 17,-76.52327833,3.43510167
516018,D23C18E,Dg 23 entre Cl 18E y 18F,-76.52332333,3.43453167
516019,C5K77,Cl 5 entre Kr 77 y 76,-76.54489000,3.38977500
516020,C10K73,Cl 10 entre Kr 73 y 72,-76.54430667,3.39238500
516022,C10K70,Cl 10 entre Kr 70 y 68,-76.54335000,3.39531833
516024,C10K66A,Cl 10 entre Kr 66A y 66,-76.54259389,3.39760222
516025,C10K63,Cl 10 entre Kr 63 y 63A,-76.54182167,3.40133833
516026,C10K64A,Cl 10 entre Kr 64A y 61,-76.54140000,3.40134667
516027,C10K61,Cl 10 entre Kr 61 y 61A,-76.54057778,3.40532917
516028,C10K57,Cl 10 entre Kr 57 y 56,-76.53992167,3.40589000
516030,C10K53,Cl 10 entre Kr 53 y 50,-76.53903000,3.40867167
516031,C10K49,Cl 10 entre Kr 49 y 50,-76.53846833,3.41188833
516032,C10K48B,Cl 10 entre Kr 48B y 48A,-76.53790167,3.41208000
516033,C10K44A,Cl 10 entre Kr 44A y 46,-76.53752167,3.41485833
516034,C10K44,Cl 10 con Kr 44,-76.53677500,3.41562389
516035,C10K42,Cl 10 entre Kr 42 y 44,-76.53649833,3.41777500
516036,C10K42A,Cl 10 entre Kr 42 y 41A,-76.53604889,3.41785806
516037,C10K39,Cl 10 entre Kr 39 Y 41,-76.53568667,3.42027500
516038,C10K38A,Cl 10 entre Kr 38A y 38,-76.53484333,3.42148667
516040,C10K35,Cl 10 entre Kr 35 y 34,-76.53393000,3.42430333
516041,D23C131,Dg 23 entre Cl 13 y 12A,-76.52826500,3.43167833
516042,D23C11,Dg 23 entre Cl 11 y 12,-76.52809000,3.43129500
516043,D23C13B,Dg 23 entre Cl 13B y 13,-76.52720500,3.43246500
516044,D23C13,Dg 23 entre Cl 13 y 14,-76.52670667,3.43220167
516045,D23C14A,Dg 23 entre Cl 14A y 13B,-76.52647722,3.43292806
516046,D23C14,Dg 23 entre Cl 14 y 15,-76.52545500,3.43306667
516047,K23C19B1,Kr 23 entre Cl 19B y 19A,-76.52129500,3.43565500
516048,K23C19A,Kr 23 entre Cl 19A y 19B,-76.52128222,3.43512667
516049,C13K801,Cl 13 con Kr 801,-76.53879833,3.38679444
516050,C13K802,Cl 13 con Kr 802,-76.53851472,3.38684917
516051,C13K75,Cl 13 entre Kr 75 y 76,-76.53868333,3.38976167
516052,C13K78,Cl 13 entre Kr 80 y 75,-76.53849000,3.38928667
516053,C13K701,Cl 13 entre Kr 70 y 72,-76.53843167,3.39282667
516054,C13K7572,Cl 13 entre Kr 75 y 72,-76.53830861,3.39192111
516055,C13K65AB,Cl 13 entre Kr 65A Bis y 65B,-76.53780000,3.39896000
516056,C13K68,Cl 13 entre Kr 68 y 66,-76.53783167,3.39718000
516057,C13K59,Cl 13 entre Kr 59 y 64,-76.53690306,3.40171750
516058,C13K65,Cl 13 entre Kr 65 y 64A,-76.53688000,3.40104222
516059,C13K56,Cl 13 con Kr 56,-76.53587167,3.40490667
516060,C13K57,Cl 13 entre Kr 57 y 56,-76.53587833,3.40400500
516061,C13K551,Cl 13 entre Kr 50 y 53,-76.53516667,3.40708833
516062,C13K552,Cl 13 entre Kr 56 y 53,-76.53502833,3.40666167
516063,C13K49A,Cl 13 entre Kr 49A y 49B,-76.53435028,3.40967472
516064,C13K50,Cl 13 entre Kr 50 y 49A,-76.53424056,3.40926639
516065,C13K47A,Cl 13 entre Kr 47A y 47,-76.53343667,3.41191833
516066,C13K47,Cl 13 entre Kr 47 y 47A,-76.53352000,3.41196500
516067,C13K44A,Cl 13 entre Kr 45 y 44A,-76.53283889,3.41357861
516068,C13K44,Cl 13 entre Kr 44 y 44A,-76.53284500,3.41398500
516069,C13K41A1,Cl 13 entre Kr 41A y 42,-76.53194000,3.41673833
516070,C13K41A2,Cl 13 entre Kr 41A y 41,-76.53184833,3.41672333
516071,C13K37,Cl 13 entre Kr 37 y 38,-76.53071750,3.42066528
516072,C13K39,Cl 13 entre Kr 39 y 38,-76.53084000,3.41978500
516073,C13K341,Cl 13 entre Kr 34 y 35,-76.52999750,3.42298222
516074,C13K342,Cl 13 entre Kr 34 y 33A,-76.52955500,3.42365833
516076,C13K32A,Cl 13 entre Kr 32 y 31,-76.52868472,3.42637611
516077,C13K32,Cl 13 entre Kr 32 y 33,-76.52930500,3.42504139
516078,C13C141,Cl 13 con Cl 141,-76.52768167,3.42930194
516079,C13C14,Cl 13 con Cl 14,-76.52726639,3.42949750
516080,K46C522,Kr 46 entre Cl 52 y 51A,-76.50831667,3.39931778
516081,K46C48,Kr 46 entre Cl 48 y 47,-76.51101556,3.40216722
516082,K46C462,Kr 46 entre Cl 46 y 45,-76.51213361,3.40328250
516084,K46C452,Kr 46 entre Cl 45 y 44,-76.51324944,3.40448444
516085,K46C42A1,Kr 46 entre Cl 42 y 43,-76.51446750,3.40555944
516088,K46C402,Kr 46 entre Cl 40 y 39,-76.51651611,3.40793750
516089,K46C371,Kr 46 entre Cl 37 y 38A,-76.51761194,3.40879278
516090,K46C372,Kr 46 entre Cl 37 y 36,-76.51753333,3.40910667
516091,C27K431,Cl 27 entre Kr 43A y 45A,-76.51829278,3.41018889
516092,C27K36,Cl 27 entre Kr 36 y 44,-76.51801667,3.41079000
516093,C27K42B1,Cl 27 entre Kr 42B y 43,-76.51800167,3.41272833
516094,C27K42B2,Cl 27 entre Kr 42B y 42A,-76.51770833,3.41360500
516096,C27K422,Cl 27 entre Kr 42 y 41D,-76.51765361,3.41481111
516099,C27K371,Cl 27 entre Kr 37A y 39,-76.51746500,3.41960972
516100,C27K392,Cl 27 entre Kr 39 y 37,-76.51728250,3.41976750
516103,C46K42C2,Cl 46 entre Kr 42C y 42B,-76.50902000,3.40599333
516106,K41BC46,Kr 41B entre Cl 46 y 47,-76.50488861,3.40873833
516107,C54K41DE,Cl 54 entre Kr 41D y 41E,-76.50304778,3.40330306
516108,C54K42B1,Cl 54 entre Kr 42B y 42C,-76.50528833,3.40120500
516109,K41BC47,Kr 41B entre Cl 47 y 46,-76.50481778,3.40901000
516110,C13K671,Cl 13 entre Kr 67 y 68,-76.53817167,3.39600167
516111,K41BC45,Kr 41B entre Cl 45 y 44,-76.50645083,3.41077278
516112,K42C26,Kr 42 entre Cl 25 y 26B,-76.52057917,3.41423500
