ID,LINEA,SENTIDO,PUNTO_INI,INI_LONGITUDE,INI_LATITUDE,PUNTO_FIN,FIN_LONGITUDE,FIN_LATITUDE,CONCAT_SHT,LENGTH
236,A22,Ida,A2CNC75C,-76.50266972,3.49598472,C74A2B2,-76.50372694,3.49388333,A2CNC75C-C74A2B2,360
237,A22,Ida,C74A2B2,-76.50372694,3.49388333,A2AN72BN,-76.50449972,3.491935,C74A2B2-A2AN72BN,301
238,A22,Ida,A2AN72BN,-76.50449972,3.491935,A2ANC71N,-76.50638333,3.49000833,A2AN72BN-A2ANC71N,324
239,A22,Ida,A2ANC71N,-76.50638333,3.49000833,TMENGA9,-76.50773806,3.48941528,A2ANC71N-TMENGA9,1006
243,A23,Ida,TMENGA12,-76.50827528,3.48956889,C62AA2N,-76.50532972,3.48625944,TMENGA12-C62AA2N,1278
244,A23,Ida,C62AA2N,-76.50532972,3.48625944,A2CNC60,-76.50712333,3.4855475,C62AA2N-A2CNC60,289
245,A23,Ida,A2CNC60,-76.50712333,3.4855475,A2DNC57D,-76.50815639,3.48468722,A2CNC60-A2DNC57D,177
246,A23,Ida,A2DNC57D,-76.50815639,3.48468722,A2EC55B,-76.50901556,3.48405167,A2DNC57D-A2EC55B,147
247,A23,Ida,A2EC55B,-76.50901556,3.48405167,C55NA2F,-76.51008,3.48423167,A2EC55B-C55NA2F,162
248,A23,Ida,C55NA2F,-76.51008,3.48423167,A2GNC57,-76.50964444,3.48592222,C55NA2F-A2GNC57,304
249,A23,Ida,A2GNC57,-76.50964444,3.48592222,A2GNC58,-76.50883889,3.48668472,A2GNC57-A2GNC58,144
250,A23,Ida,A2GNC58,-76.50883889,3.48668472,C61A2GN,-76.5093225,3.48745167,A2GNC58-C61A2GN,128
251,A23,Ida,C61A2GN,-76.5093225,3.48745167,A3NC61A,-76.51040083,3.4890125,C61A2GN-A3NC61A,262
252,A23,Ida,A3NC61A,-76.51040083,3.4890125,TMENGA10,-76.50791222,3.48947833,A3NC61A-TMENGA10,426
256,A31,Ida,C84K1GN,-76.48544194,3.49466056,K1FNC80,-76.487675,3.49389472,C84K1GN-K1FNC80,321
257,A31,Ida,K1FNC80,-76.487675,3.49389472,K1FNC73,-76.4895575,3.49359,K1FNC80-K1FNC73,221
258,A31,Ida,K1FNC73,-76.4895575,3.49359,K2ANC81,-76.48837639,3.49522611,K1FNC73-K2ANC81,293
259,A31,Ida,K2ANC81,-76.48837639,3.49522611,C84K2AN,-76.48786417,3.49674444,K2ANC81-C84K2AN,323
260,A31,Ida,C84K2AN,-76.48786417,3.49674444,K3NC83B,-76.48962722,3.49704778,C84K2AN-K3NC83B,243
261,A31,Ida,K3NC83B,-76.48962722,3.49704778,K3NC76,-76.49079194,3.49480722,K3NC83B-K3NC76,280
262,A31,Ida,K3NC76,-76.49079194,3.49480722,K3NC72F,-76.49220556,3.49199806,K3NC76-K3NC72F,349
263,A31,Ida,K3NC72F,-76.49220556,3.49199806,K3NC72A,-76.493655,3.48985667,K3NC72F-K3NC72A,288
264,A31,Ida,K3NC72A,-76.493655,3.48985667,C71IK3B,-76.49579778,3.48966417,K3NC72A-C71IK3B,308
265,A31,Ida,C71IK3B,-76.49579778,3.48966417,K4NC71D1,-76.49807833,3.48947167,C71IK3B-K4NC71D1,328
266,A31,Ida,K4NC71D1,-76.49807833,3.48947167,K4NC70,-76.4993125,3.48769056,K4NC71D1-K4NC70,217
267,A31,Ida,K4NC70,-76.4993125,3.48769056,C70K4N2,-76.49718667,3.48626,K4NC70-C70K4N2,611
268,A31,Ida,C70K4N2,-76.49718667,3.48626,K1C621,-76.49820972,3.48173194,C70K4N2-K1C621,650
269,A31,Vuelta,K1C621,-76.49820972,3.48173194,C62K5N1,-76.50136611,3.482945,K1C621-C62K5N1,422
270,A31,Vuelta,C62K5N1,-76.50136611,3.482945,K5NC63,-76.50153583,3.48431472,C62K5N1-K5NC63,190
271,A31,Vuelta,K5NC63,-76.50153583,3.48431472,K5NC68,-76.50090667,3.48623056,K5NC63-K5NC68,229
272,A31,Vuelta,K5NC68,-76.50090667,3.48623056,K4ANC70,-76.49866889,3.48759194,K5NC68-K4ANC70,456
273,A31,Vuelta,K4ANC70,-76.49866889,3.48759194,K4NC71G,-76.49756083,3.49005833,K4ANC70-K4NC71G,242
274,A31,Vuelta,K4NC71G,-76.49756083,3.49005833,C71IK3C2,-76.49588,3.48970167,K4NC71G-C71IK3C2,229
275,A31,Vuelta,C71IK3C2,-76.49588,3.48970167,K3NC71I1,-76.493785,3.48961833,C71IK3C2-K3NC71I1,288
276,A31,Vuelta,K3NC71I1,-76.493785,3.48961833,K3NC72E2,-76.492265,3.491805,K3NC71I1-K3NC72E2,297
277,A31,Vuelta,K3NC72E2,-76.492265,3.491805,K3NC732,-76.49089333,3.49455833,K3NC72E2-K3NC732,344
278,A31,Vuelta,K3NC732,-76.49089333,3.49455833,K3NC842,-76.4896,3.49700167,K3NC732-K3NC842,318
279,A31,Vuelta,K3NC842,-76.4896,3.49700167,C84K2BN,-76.48748,3.49650972,K3NC842-C84K2BN,286
280,A31,Vuelta,C84K2BN,-76.48748,3.49650972,C84K1GN,-76.48544194,3.49466056,C84K2BN-C84K1GN,312
284,A32,Ida,K1C56,-76.5011275,3.47882167,C62K1BIS,-76.49731583,3.47985806,K1C56-C62K1BIS,533
285,A32,Ida,C62K1BIS,-76.49731583,3.47985806,C62K1A9,-76.49575,3.47851611,C62K1BIS-C62K1A9,229
286,A32,Ida,C62K1A9,-76.49575,3.47851611,C62K1B,-76.49462417,3.47728722,C62K1A9-C62K1B,187
287,A32,Ida,C62K1B,-76.49462417,3.47728722,C62AK1B4,-76.49343806,3.47649111,C62K1B-C62AK1B4,295
288,A32,Ida,C62AK1B4,-76.49343806,3.47649111,C62AK1A8,-76.49284972,3.47911139,C62AK1B4-C62AK1A8,272
289,A32,Ida,C62AK1A8,-76.49284972,3.47911139,C66K1A15,-76.49141944,3.47944861,C62AK1A8-C66K1A15,271
290,A32,Ida,C66K1A15,-76.49141944,3.47944861,C70K1A14,-76.48910167,3.47897833,C66K1A15-C70K1A14,318
291,A32,Ida,C70K1A14,-76.48910167,3.47897833,C70K1C2,-76.48846278,3.47690778,C70K1A14-C70K1C2,233
292,A32,Ida,C70K1C2,-76.48846278,3.47690778,K1DC70,-76.489695,3.47590278,C70K1C2-K1DC70,229
293,A32,Ida,K1DC70,-76.489695,3.47590278,K1DC63,-76.49239917,3.47503806,K1DC70-K1DC63,264
294,A32,Ida,K1DC63,-76.49239917,3.47503806,K1DC61A,-76.49490333,3.47433833,K1DC63-K1DC61A,337
295,A32,Ida,K1DC61A,-76.49490333,3.47433833,K1DC58,-76.49689833,3.47370333,K1DC61A-K1DC58,225
296,A32,Ida,K1DC58,-76.49689833,3.47370333,C56K1C,-76.49962833,3.47347722,K1DC58-C56K1C,377
297,A32,Ida,C56K1C,-76.49962833,3.47347722,C56K1C1,-76.5002175,3.47565806,C56K1C-C56K1C1,251
298,A32,Ida,C56K1C1,-76.5002175,3.47565806,K1C56,-76.5011275,3.47882167,C56K1C1-K1C56,415
302,A33,Ida,CHIMI1,-76.49809556,3.48178639,K5NC63,-76.50153583,3.48431472,CHIMI1-K5NC63,636
303,A33,Ida,K5NC63,-76.50153583,3.48431472,K5NC68,-76.50090667,3.48623056,K5NC63-K5NC68,229
304,A33,Ida,K5NC68,-76.50090667,3.48623056,K4ANC70,-76.49866889,3.48759194,K5NC68-K4ANC70,456
305,A33,Ida,K4ANC70,-76.49866889,3.48759194,K4NC71G,-76.49756083,3.49005833,K4ANC70-K4NC71G,242
306,A33,Ida,K4NC71G,-76.49756083,3.49005833,K4NC72B,-76.49666389,3.49142389,K4NC71G-K4NC72B,277
307,A33,Ida,K4NC72B,-76.49666389,3.49142389,K4NC72H,-76.49484333,3.494215,K4NC72B-K4NC72H,275
308,A33,Ida,K4NC72H,-76.49484333,3.494215,K4NC77,-76.493495,3.49663333,K4NC72H-K4NC77,306
309,A33,Ida,K4NC77,-76.493495,3.49663333,K4NC83,-76.49262333,3.49815722,K4NC77-K4NC83,199
310,A33,Ida,K4NC83,-76.49262333,3.49815722,K4NC841,-76.49230333,3.49886333,K4NC83-K4NC841,360
311,A33,Vuelta,K4NC841,-76.49230333,3.49886333,K4NC771,-76.49339833,3.49694833,K4NC841-K4NC771,246
312,A33,Vuelta,K4NC771,-76.49339833,3.49694833,K4NC72K1,-76.49434,3.49521667,K4NC771-K4NC72K1,224
313,A33,Vuelta,K4NC72K1,-76.49434,3.49521667,K4NC72B1,-76.49537972,3.49342639,K4NC72K1-K4NC72B1,193
314,A33,Vuelta,K4NC72B1,-76.49537972,3.49342639,K4NC721,-76.49697833,3.49109167,K4NC72B1-K4NC721,322
315,A33,Vuelta,K4NC721,-76.49697833,3.49109167,K4NC71D1,-76.49807833,3.48947167,K4NC721-K4NC71D1,218
316,A33,Vuelta,K4NC71D1,-76.49807833,3.48947167,K4NC70,-76.4993125,3.48769056,K4NC71D1-K4NC70,217
317,A33,Vuelta,K4NC70,-76.4993125,3.48769056,C70K4N2,-76.49718667,3.48626,K4NC70-C70K4N2,611
318,A33,Vuelta,C70K4N2,-76.49718667,3.48626,K1C661,-76.49619333,3.48487333,C70K4N2-K1C661,275
319,A33,Vuelta,K1C661,-76.49619333,3.48487333,CHIMI1,-76.49809556,3.48178639,K1C661-CHIMI1,449
323,A34,Ida,K1C62,-76.49804833,3.48145,K1C70AB,-76.49326722,3.48934556,K1C62-K1C70AB,987
324,A34,Ida,K1C70AB,-76.49326722,3.48934556,C71K1A1A,-76.49106667,3.489365,K1C70AB-C71K1A1A,365
325,A34,Ida,C71K1A1A,-76.49106667,3.489365,C71K1A3,-76.49028278,3.48784944,C71K1A1A-C71K1A3,189
326,A34,Ida,C71K1A3,-76.49028278,3.48784944,C71K1A51,-76.48925806,3.48602333,C71K1A3-C71K1A51,232
327,A34,Ida,C71K1A51,-76.48925806,3.48602333,K1A6C71,-76.48828333,3.48379333,C71K1A51-K1A6C71,291
328,A34,Ida,K1A6C71,-76.48828333,3.48379333,C70K1A51,-76.49050167,3.48438167,K1A6C71-C70K1A51,343
329,A34,Ida,C70K1A51,-76.49050167,3.48438167,C70K1,-76.49496,3.48625,C70K1A51-C70K1,521
330,A34,Ida,C70K1,-76.49496,3.48625,C70K3BN,-76.49735333,3.48694833,C70K1-C70K3BN,282
331,A34,Ida,C70K3BN,-76.49735333,3.48694833,K5NC67N,-76.50133861,3.48527861,C70K3BN-K5NC67N,637
332,A34,Ida,K5NC67N,-76.50133861,3.48527861,C62K4A2,-76.50041333,3.48221167,K5NC67N-C62K4A2,446
333,A34,Ida,C62K4A2,-76.50041333,3.48221167,K1C62,-76.49804833,3.48145,C62K4A2-K1C62,357
337,A35,Ida,K1C62,-76.49804833,3.48145,K1C70AB,-76.49326722,3.48934556,K1C62-K1C70AB,987
338,A35,Ida,K1C70AB,-76.49326722,3.48934556,K1C71Y72,-76.491195,3.49091,K1C70AB-K1C71Y72,290
339,A35,Ida,K1C71Y72,-76.491195,3.49091,K1C73,-76.48813806,3.49163417,K1C71Y72-K1C73,384
340,A35,Ida,K1C73,-76.48813806,3.49163417,C73AK1A,-76.48607528,3.49121444,K1C73-C73AK1A,249
341,A35,Ida,C73AK1A,-76.48607528,3.49121444,C76K1A4A,-76.48512917,3.48880194,C73AK1A-C76K1A4A,302
342,A35,Ida,C76K1A4A,-76.48512917,3.48880194,C76K1A5A,-76.48451194,3.48661028,C76K1A4A-C76K1A5A,253
343,A35,Ida,C76K1A5A,-76.48451194,3.48661028,C76K1A7,-76.48368694,3.48445472,C76K1A5A-C76K1A7,261
344,A35,Ida,C76K1A7,-76.48368694,3.48445472,K1A12C76,-76.483635,3.48270861,C76K1A7-K1A12C76,236
345,A35,Ida,K1A12C76,-76.483635,3.48270861,C73AK1A8,-76.48453861,3.48388972,K1A12C76-C73AK1A8,226
346,A35,Ida,C73AK1A8,-76.48453861,3.48388972,C73AK1A5,-76.48509,3.48612583,C73AK1A8-C73AK1A5,256
347,A35,Ida,C73AK1A5,-76.48509,3.48612583,C73AK1A4,-76.48561333,3.48826833,C73AK1A5-C73AK1A4,245
348,A35,Ida,C73AK1A4,-76.48561333,3.48826833,C73AK1A1,-76.48597472,3.49123417,C73AK1A4-C73AK1A1,350
349,A35,Ida,C73AK1A1,-76.48597472,3.49123417,K1C74B,-76.48683444,3.49210944,C73AK1A1-K1C74B,339
350,A35,Ida,K1C74B,-76.48683444,3.49210944,K1C73B,-76.48917778,3.49177194,K1C74B-K1C73B,265
351,A35,Ida,K1C73B,-76.48917778,3.49177194,K1C72,-76.49154667,3.49102306,K1C73B-K1C72,245
352,A35,Ida,K1C72,-76.49154667,3.49102306,K1C711,-76.49364167,3.48924611,K1C72-K1C711,342
353,A35,Ida,K1C711,-76.49364167,3.48924611,C70K3BN,-76.49735333,3.48694833,K1C711-C70K3BN,584
354,A35,Ida,C70K3BN,-76.49735333,3.48694833,K5NC67N,-76.50133861,3.48527861,C70K3BN-K5NC67N,637
355,A35,Ida,K5NC67N,-76.50133861,3.48527861,C62K4A2,-76.50041333,3.48221167,K5NC67N-C62K4A2,446
356,A35,Ida,C62K4A2,-76.50041333,3.48221167,K1C62,-76.49804833,3.48145,C62K4A2-K1C62,357
360,A36,Ida,K1C62,-76.49804833,3.48145,K1C66N2,-76.49632,3.48375,K1C62-K1C66N2,375
361,A36,Ida,K1C66N2,-76.49632,3.48375,C66K1A,-76.49411028,3.48194389,K1C66N2-C66K1A,326
362,A36,Ida,C66K1A,-76.49411028,3.48194389,C66K1A6,-76.49278833,3.48071361,C66K1A-C66K1A6,200
363,A36,Ida,C66K1A6,-76.49278833,3.48071361,C66K1A15,-76.49141944,3.47944861,C66K1A6-C66K1A15,207
364,A36,Ida,C66K1A15,-76.49141944,3.47944861,C70K1C2,-76.48846278,3.47690778,C66K1A15-C70K1C2,474
365,A36,Ida,C70K1C2,-76.48846278,3.47690778,C70K1G,-76.48775333,3.4746675,C70K1C2-C70K1G,261
366,A36,Ida,C70K1G,-76.48775333,3.4746675,K2C70,-76.48753722,3.47255917,C70K1G-K2C70,276
367,A36,Vuelta,K2C70,-76.48753722,3.47255917,K2C671,-76.48938667,3.472095,K2C70-K2C671,214
368,A36,Vuelta,K2C671,-76.48938667,3.472095,K2C641,-76.491085,3.47155,K2C671-K2C641,214
369,A36,Vuelta,K2C641,-76.491085,3.47155,C62K1HB,-76.49266444,3.47265083,K2C641-C62K1HB,294
370,A36,Vuelta,C62K1HB,-76.49266444,3.47265083,C62K1C,-76.49358,3.47566583,C62K1HB-C62K1C,350
371,A36,Vuelta,C62K1C,-76.49358,3.47566583,C62AK1B4,-76.49343806,3.47649111,C62K1C-C62AK1B4,120
372,A36,Vuelta,C62AK1B4,-76.49343806,3.47649111,C62AK1A8,-76.49284972,3.47911139,C62AK1B4-C62AK1A8,272
373,A36,Vuelta,C62AK1A8,-76.49284972,3.47911139,C66K1A10,-76.49282806,3.48084167,C62AK1A8-C66K1A10,229
374,A36,Vuelta,C66K1A10,-76.49282806,3.48084167,K1A6C62A,-76.49470472,3.48029528,C66K1A10-K1A6C62A,241
375,A36,Vuelta,K1A6C62A,-76.49470472,3.48029528,C62K1A5A,-76.49679361,3.47962694,K1A6C62A-C62K1A5A,273
376,A36,Vuelta,C62K1A5A,-76.49679361,3.47962694,K1C62,-76.49804833,3.48145,C62K1A5A-K1C62,300
380,A47,Ida,A.SANIN7,-76.48295167,3.44354333,K25C73A,-76.47981167,3.44084333,A.SANIN7-K25C73A,555
381,A47,Ida,K25C73A,-76.47981167,3.44084333,K25C77,-76.47706667,3.43894667,K25C73A-K25C77,366
382,A47,Ida,K25C77,-76.47706667,3.43894667,K25C79,-76.475065,3.43762833,K25C77-K25C79,261
383,A47,Ida,K25C79,-76.475065,3.43762833,K25C80B,-76.473505,3.43584667,K25C79-K25C80B,262
384,A47,Ida,K25C80B,-76.473505,3.43584667,K25C84,-76.47231667,3.43406333,K25C80B-K25C84,235
385,A47,Ida,K25C84,-76.47231667,3.43406333,K25C891,-76.46929167,3.43128,K25C84-K25C891,454
386,A47,Ida,K25C891,-76.46929167,3.43128,K25C94,-76.467175,3.42938833,K25C891-K25C94,317
387,A47,Ida,K25C94,-76.467175,3.42938833,K25C112,-76.46609,3.42798,K25C94-K25C112,198
388,A47,Ida,K25C112,-76.46609,3.42798,C121K25,-76.46538333,3.425725,K25C112-C121K25,274
389,A47,Ida,C121K25,-76.46538333,3.425725,C121K26F,-76.46678167,3.42150167,C121K25-C121K26F,504
390,A47,Ida,C121K26F,-76.46678167,3.42150167,C121K26I,-76.4678,3.41934333,C121K26F-C121K26I,258
391,A47,Ida,C121K26I,-76.4678,3.41934333,C121K26K,-76.468655,3.41784833,C121K26I-C121K26K,199
392,A47,Ida,C121K26K,-76.468655,3.41784833,C121K26R,-76.47044333,3.41474667,C121K26K-C121K26R,385
393,A47,Ida,C121K26R,-76.47044333,3.41474667,C121K27J,-76.47231,3.41153333,C121K26R-C121K27J,411
394,A47,Ida,C121K27J,-76.47231,3.41153333,C121K28D,-76.47386,3.40877167,C121K27J-C121K28D,349
395,A47,Ida,C121K28D,-76.47386,3.40877167,C121C122,-76.47501833,3.406745,C121K28D-C121C122,256
396,A47,Ida,C121C122,-76.47501833,3.406745,RPETM,-76.47529417,3.4060375,C121C122-RPETM,205
397,A47,Ida,A.SANIN7,-76.48295167,3.44354333,K25C73A,-76.47981167,3.44084333,A.SANIN7-K25C73A,555
398,A47,Ida,K25C73A,-76.47981167,3.44084333,K25C77,-76.47706667,3.43894667,K25C73A-K25C77,366
399,A47,Ida,K25C77,-76.47706667,3.43894667,K25C79,-76.475065,3.43762833,K25C77-K25C79,261
400,A47,Ida,K25C79,-76.475065,3.43762833,K25C80B,-76.473505,3.43584667,K25C79-K25C80B,262
401,A47,Ida,K25C80B,-76.473505,3.43584667,K25C84,-76.47231667,3.43406333,K25C80B-K25C84,235
402,A47,Ida,K25C84,-76.47231667,3.43406333,K25C891,-76.46929167,3.43128,K25C84-K25C891,454
403,A47,Ida,K25C891,-76.46929167,3.43128,K25C94,-76.467175,3.42938833,K25C891-K25C94,317
404,A47,Ida,K25C94,-76.467175,3.42938833,C122K25,-76.46549833,3.42898667,K25C94-C122K25,253
405,A47,Ida,C122K25,-76.46549833,3.42898667,K23C118,-76.46365667,3.42867667,C122K25-K23C118,351
406,A47,Ida,K23C118,-76.46365667,3.42867667,C123K23,-76.46346,3.42564333,K23C118-C123K23,341
407,A47,Ida,C123K23,-76.46346,3.42564333,C123K26A,-76.46405,3.42222333,C123K23-C123K26A,385
408,A47,Ida,C123K26A,-76.46405,3.42222333,C123K26H,-76.46568167,3.41910167,C123K26A-C123K26H,382
409,A47,Ida,C123K26H,-76.46568167,3.41910167,K26JC122,-76.46686167,3.41785833,C123K26H-K26JC122,231
410,A47,Ida,K26JC122,-76.46686167,3.41785833,C121K26K,-76.468655,3.41784833,K26JC122-C121K26K,305
411,A47,Ida,C121K26K,-76.468655,3.41784833,C121K26R,-76.47044333,3.41474667,C121K26K-C121K26R,385
412,A47,Ida,C121K26R,-76.47044333,3.41474667,C121K27J,-76.47231,3.41153333,C121K26R-C121K27J,411
413,A47,Ida,C121K27J,-76.47231,3.41153333,C121K28D,-76.47386,3.40877167,C121K27J-C121K28D,349
414,A47,Ida,C121K28D,-76.47386,3.40877167,C121C122,-76.47501833,3.406745,C121K28D-C121C122,256
415,A47,Ida,C121C122,-76.47501833,3.406745,RPETM,-76.47529417,3.4060375,C121C122-RPETM,205
416,A47,Vuelta,RPETM,-76.47529417,3.4060375,C121122A,-76.47482333,3.40686333,RPETM-C121122A,102
417,A47,Vuelta,C121122A,-76.47482333,3.40686333,C121C121,-76.47373833,3.4088,C121122A-C121C121,244
418,A47,Vuelta,C121C121,-76.47373833,3.4088,C121K27F,-76.47155167,3.41253333,C121C121-C121K27F,477
419,A47,Vuelta,C121K27F,-76.47155167,3.41253333,C121K26Q,-76.47041972,3.41453028,C121K27F-C121K26Q,274
420,A47,Vuelta,C121K26Q,-76.47041972,3.41453028,C121K26J,-76.46867333,3.41762167,C121K26Q-C121K26J,392
421,A47,Vuelta,C121K26J,-76.46867333,3.41762167,C121K263,-76.46765333,3.41933333,C121K26J-C121K263,220
422,A47,Vuelta,C121K263,-76.46765333,3.41933333,C121K26E,-76.46605,3.422345,C121K263-C121K26E,376
423,A47,Vuelta,C121K26E,-76.46605,3.422345,C121K25B,-76.46526833,3.42524,C121K26E-C121K25B,324
424,A47,Vuelta,C121K25B,-76.46526833,3.42524,K25C114,-76.465895,3.42798333,C121K25B-K25C114,326
425,A47,Vuelta,K25C114,-76.465895,3.42798333,K25C104,-76.46729167,3.42982667,K25C114-K25C104,256
426,A47,Vuelta,K25C104,-76.46729167,3.42982667,K25C892,-76.46990667,3.43184667,K25C104-K25C892,367
427,A47,Vuelta,K25C892,-76.46990667,3.43184667,K25C85,-76.47154167,3.43356,K25C892-K25C85,265
428,A47,Vuelta,K25C85,-76.47154167,3.43356,K25C80A,-76.47376167,3.43636667,K25C85-K25C80A,390
429,A47,Vuelta,K25C80A,-76.47376167,3.43636667,K25C80,-76.47505694,3.43782861,K25C80A-K25C80,208
430,A47,Vuelta,K25C80,-76.47505694,3.43782861,K25C771,-76.47711667,3.43913,K25C80-K25C771,274
431,A47,Vuelta,K25C771,-76.47711667,3.43913,K25C74,-76.47908833,3.44060333,K25C771-K25C74,271
432,A47,Vuelta,K25C74,-76.47908833,3.44060333,A.SANIN7,-76.48295167,3.44354333,K25C74-A.SANIN7,810
433,A47,Vuelta,RPETM,-76.47529417,3.4060375,C121122A,-76.47482333,3.40686333,RPETM-C121122A,102
434,A47,Vuelta,C121122A,-76.47482333,3.40686333,C121C121,-76.47373833,3.4088,C121122A-C121C121,244
435,A47,Vuelta,C121C121,-76.47373833,3.4088,C121K27F,-76.47155167,3.41253333,C121C121-C121K27F,477
436,A47,Vuelta,C121K27F,-76.47155167,3.41253333,C121K26Q,-76.47041972,3.41453028,C121K27F-C121K26Q,274
437,A47,Vuelta,C121K26Q,-76.47041972,3.41453028,C121K26J,-76.46867333,3.41762167,C121K26Q-C121K26J,392
438,A47,Vuelta,C121K26J,-76.46867333,3.41762167,C121K263,-76.46765333,3.41933333,C121K26J-C121K263,220
439,A47,Vuelta,C121K263,-76.46765333,3.41933333,C121K26E,-76.46605,3.422345,C121K263-C121K26E,376
440,A47,Vuelta,C121K26E,-76.46605,3.422345,C121K25B,-76.46526833,3.42524,C121K26E-C121K25B,324
441,A47,Vuelta,C121K25B,-76.46526833,3.42524,K25C114,-76.465895,3.42798333,C121K25B-K25C114,326
442,A47,Vuelta,K25C114,-76.465895,3.42798333,K25C104,-76.46729167,3.42982667,K25C114-K25C104,256
443,A47,Vuelta,K25C104,-76.46729167,3.42982667,K25C892,-76.46990667,3.43184667,K25C104-K25C892,367
444,A47,Vuelta,K25C892,-76.46990667,3.43184667,K25C85,-76.47154167,3.43356,K25C892-K25C85,265
445,A47,Vuelta,K25C85,-76.47154167,3.43356,K25C80A,-76.47376167,3.43636667,K25C85-K25C80A,390
446,A47,Vuelta,K25C80A,-76.47376167,3.43636667,K25C80,-76.47505694,3.43782861,K25C80A-K25C80,208
447,A47,Vuelta,K25C80,-76.47505694,3.43782861,K25C771,-76.47711667,3.43913,K25C80-K25C771,274
448,A47,Vuelta,K25C771,-76.47711667,3.43913,K25C74,-76.47908833,3.44060333,K25C771-K25C74,271
449,A47,Vuelta,K25C74,-76.47908833,3.44060333,A.SANIN7,-76.48295167,3.44354333,K25C74-A.SANIN7,810
453,A48,Ida,C71AD15,-76.48804472,3.44528889,D13C72A,-76.48567333,3.44686333,C71AD15-D13C72A,376
454,A48,Ida,D13C72A,-76.48567333,3.44686333,K11C72C,-76.484255,3.44787833,D13C72A-K11C72C,236
455,A48,Ida,K11C72C,-76.484255,3.44787833,C73K112,-76.48325167,3.4481925,K11C72C-C73K112,438
456,A48,Ida,C73K112,-76.48325167,3.4481925,C73K8C,-76.48277583,3.45038667,C73K112-C73K8C,249
457,A48,Ida,C73K8C,-76.48277583,3.45038667,K8AC73A,-76.48159806,3.45033167,C73K8C-K8AC73A,162
458,A48,Ida,K8AC73A,-76.48159806,3.45033167,C78K8A1,-76.47988389,3.45000361,K8AC73A-C78K8A1,217
459,A48,Ida,C78K8A1,-76.47988389,3.45000361,C81K8A,-76.47806389,3.44970667,C78K8A1-C81K8A,251
460,A48,Ida,C81K8A,-76.47806389,3.44970667,K9AC79A,-76.47934639,3.44855972,C81K8A-K9AC79A,241
461,A48,Ida,K9AC79A,-76.47934639,3.44855972,C75K12,-76.4803125,3.44714639,K9AC79A-C75K12,247
462,A48,Ida,C75K12,-76.4803125,3.44714639,K15C74A,-76.48234167,3.44633806,C75K12-K15C74A,292
463,A48,Ida,K15C74A,-76.48234167,3.44633806,C71AD15,-76.48804472,3.44528889,K15C74A-C71AD15,685
467,A51,Ida,C79K28C1,-76.48651417,3.41887917,K28DC79,-76.48694639,3.41856667,C79K28C1-K28DC79,129
468,A51,Ida,K28DC79,-76.48694639,3.41856667,C79K28D2,-76.48616278,3.41869944,K28DC79-C79K28D2,1097
469,A51,Ida,C79K28D2,-76.48616278,3.41869944,K28C76,-76.48553028,3.42047472,C79K28D2-K28C76,358
470,A51,Ida,K28C76,-76.48553028,3.42047472,K28C86,-76.48353611,3.41857944,K28C76-K28C86,305
471,A51,Ida,K28C86,-76.48353611,3.41857944,K28C91,-76.48238139,3.41748667,K28C86-K28C91,176
472,A51,Ida,K28C91,-76.48238139,3.41748667,K28C99,-76.48017556,3.41539389,K28C91-K28C99,337
473,A51,Ida,K28C99,-76.48017556,3.41539389,T103K28B,-76.47931111,3.41419556,K28C99-T103K28B,664
474,A51,Ida,T103K28B,-76.47931111,3.41419556,K28C112,-76.47751917,3.41379028,T103K28B-K28C112,276
475,A51,Ida,K28C112,-76.47751917,3.41379028,C112K27G,-76.47589389,3.41353167,K28C112-C112K27G,226
476,A51,Ida,C112K27G,-76.47589389,3.41353167,C112K27,-76.47502,3.41508111,C112K27G-C112K27,197
477,A51,Ida,C112K27,-76.47502,3.41508111,K27C116,-76.47329,3.41470194,C112K27-K27C116,247
478,A51,Ida,K27C116,-76.47329,3.41470194,K27C1221,-76.4702075,3.412965,K27C116-K27C1221,349
479,A51,Ida,K27C1221,-76.4702075,3.412965,C123K27C,-76.46967167,3.41193944,K27C1221-C123K27C,177
480,A51,Vuelta,C123K27C,-76.46967167,3.41193944,C123K28B,-76.469975,3.40947333,C123K27C-C123K28B,274
481,A51,Vuelta,C123K28B,-76.469975,3.40947333,C123K28D,-76.47033056,3.40711806,C123K28B-C123K28D,271
482,A51,Vuelta,C123K28D,-76.47033056,3.40711806,C123K281,-76.47153944,3.40506778,C123K28D-C123K281,264
483,A51,Vuelta,C123K281,-76.47153944,3.40506778,K28DC122,-76.4724075,3.40370667,C123K281-K28DC122,179
484,A51,Vuelta,K28DC122,-76.4724075,3.40370667,K28FC12C,-76.473015,3.40229556,K28DC122-K28FC12C,175
485,A51,Vuelta,K28FC12C,-76.473015,3.40229556,C123AK28,-76.47082611,3.40157972,K28FC12C-C123AK28,303
486,A51,Vuelta,C123AK28,-76.47082611,3.40157972,K28E4C12,-76.46927389,3.40173389,C123AK28-K28E4C12,181
487,A51,Vuelta,K28E4C12,-76.46927389,3.40173389,K28E2C12,-76.46915,3.40286889,K28E4C12-K28E2C12,225
488,A51,Vuelta,K28E2C12,-76.46915,3.40286889,K28EC123,-76.47078333,3.40317778,K28E2C12-K28EC123,184
489,A51,Vuelta,K28EC123,-76.47078333,3.40317778,C12328D7,-76.47124167,3.40531278,K28EC123-C12328D7,314
